Result,Feature,Feature,Feature,Feature,Feature,Feature,Feature,Feature,Feature,Feature
0,2.1367000819857873,29.825421321507818,-22.602212363854267,1.6128033682308751,10.782468642263732,4.372130311745826,15.482197593765878,-24.265708658258266,-2.667406490501034,3.619326586946081
1,-14.964107450549314,-45.45929036195562,-48.14860289292262,-46.4984874857968,19.817107811903846,9.512334542609791,-21.245218785478492,-22.312170182871494,-30.74912294496671,-1.5158240406101253
1,-32.709837404462824,-4.270614326223365,13.296574751258728,-43.89884167556472,33.690130771375,-26.29042140527822,45.831010022504984,29.069034179329943,49.046148179972484,-47.703223405031316
0,-0.4323311795852991,15.299217671091448,-44.68598115524544,-36.80904122203468,31.47351165135547,-30.58042426816243,39.779554019808096,-28.804416692028134,-39.364958252796626,2.914296764713886
1,-17.319033953831685,-41.00746550460443,-44.175016856047776,-10.970121361885942,41.58140386254158,-27.566189455762867,-22.886130511178592,-18.15464555118036,30.446064318300415,-5.57820132781729
0,-19.851425703322256,20.89622353652596,49.038298616576355,17.155342928498985,-28.802563301672723,41.18974163834219,-32.91134279670429,35.796474226696596,-9.672492508482676,-23.207488807941967
1,13.706824763514492,-29.251710445663537,20.748231794335116,4.2300110518244445,29.234636630051703,-6.25194594893933,-30.747269273510224,-39.86639165361407,-23.754179904633077,-46.9786824634282
1,-20.642832686604397,35.6407023646233,26.52162327883387,-0.004723430061759348,23.09904090143252,31.60342631525248,5.374562360333279,37.56225020279344,49.65807944859997,-37.18629160221318
1,18.242171223526714,-26.157718079625113,-21.69229835605616,-29.880381698631187,-44.578818253993205,-3.311620915141711,16.600608693306683,25.850753019292817,1.9742458218547032,-26.858596686281444
0,-8.729784512345951,-38.657466630581716,43.20436020691288,1.1382798145680328,25.200792363434253,-40.14804686178274,-10.950423498642326,-15.93485735599478,-9.722649080134039,37.83527869584069
0,-7.199065029995843,-23.46103926335388,-25.892888962108994,-17.445582659234194,-39.970180552484216,-3.8023283616148484,44.71384731394611,-41.37186964551258,-29.412463680981215,34.23774934936398
0,-43.15109884067751,-29.2093417875518,3.5546426979929824,-19.997377048593556,-36.284593169048996,-49.09594061346224,-5.426292648577147,34.03367540336549,-43.645961464027025,22.294925966357148
1,-33.922825589964525,-22.85949243793075,-37.58651787649349,-14.351757293532884,-31.94013910420881,45.93546929252837,33.89277800738576,-23.528248354875224,-19.21408188252486,-36.27119810241444
0,33.62392370146395,-1.7225433206388363,-0.7692427065132734,3.2643059974913347,-2.7832917923304,-16.494425480223306,29.808521689260726,19.230859554174273,-41.90386070788248,-31.294844406388624
0,-10.85583969545757,-35.3148877811035,44.79976343594089,32.444183367426135,-46.558733001749474,-37.77653567846914,-22.681353844022833,32.05100681015378,33.42270280593893,-22.74182118945397
1,-36.00542026059711,-47.586893948801645,-14.468978517808162,19.872224686249652,-34.15011033695373,46.56346382374051,-38.786781160577114,31.422095150055583,-30.660018494214082,8.456798778791818
0,-23.418647658970382,-13.673435749863284,13.53117155654141,38.299201222871126,31.997751235570526,-25.454635140166527,-22.5280678873938,4.670337556254522,29.3686126534508,-4.628155850515192
1,-1.2552754728826332,-24.490052345514236,8.613109640933592,-0.2583738751188114,-33.257465654501196,2.817938109171303,-45.260145951498366,-0.5510640148070345,-2.7549524954334492,-11.66817362824868
1,-11.117212780976104,-38.15576290946557,32.28876349256365,-48.292308162181705,1.6149929262097351,-2.29397282798689,-10.6665835178556,5.753056557025493,-9.145333167942704,-28.78847378836077
0,-9.081532451840136,-19.603132939501123,31.039589169994997,8.046343500092135,16.419718888037938,-6.444842930388384,4.650580060295029,-20.45200223091854,-30.581167699214994,23.072102550186656
0,-5.888940189544167,11.474960750670228,27.40813680254569,-19.12422041313162,-13.698629597784207,41.841836573858,-8.633990452928641,46.291867485870476,-6.692474538133297,42.930070332949334
1,-28.86623836970761,-15.746231877302197,-37.00002147075945,11.664708126626856,21.75627053751118,-11.071213624165054,20.674783677282527,-6.937365780665483,43.281079288575356,-22.838893378163817
0,-44.02539524713996,-3.7605907946828165,-11.250397060523776,23.82129759332964,25.45992608540092,-36.02893330270385,-27.74793273548668,-17.385076917315565,-28.04510618818292,-40.09046627882207
0,-23.477170369311796,-3.2102458748005325,-22.159148809383744,-21.627552375575853,-2.668605002893365,-40.1095269410647,-31.869177187756982,-14.03960372369114,-15.344561026256443,23.734893568466088
1,-13.25906966045498,-22.11841081292435,-31.89112158086975,-17.26758578487184,-10.936944844460983,-6.9240925666572695,38.29609303803404,-43.97010035767453,-13.089118026034019,-8.149050135013614
0,-30.878889691598353,43.23994181331234,-39.39870580241325,-46.15092481709454,34.082553343620184,-48.639176862501856,-49.172486507790744,38.03553916393615,-9.024113850241989,38.095099279216335
0,-16.496416484418276,-23.286760812089792,20.86094542158632,-25.579612567855904,-8.972061741339566,1.0513887015056511,2.1217936526223724,-1.2578188197029716,6.069452320031255,27.16100165476012
0,7.653558215212519,19.17667452590517,0.3915017652988184,29.139699974796272,-27.650877732321323,-47.59964332096083,-47.083795903512325,1.8874362830246127,-15.392127962995394,5.954618065289152
0,7.447427439164578,12.0656422251614,-37.81133736373082,24.601631916578214,30.274956375288443,-11.058322219831961,-20.38366430405818,-40.814347079473556,-16.253813979712184,44.24930655425642
1,-6.759268386306605,-48.54154169514832,-36.67635969478894,39.02853189261551,-48.43966903234309,29.21090731801047,3.4309014616514366,44.507965599971946,3.9696411289686484,-11.680535727733377
0,17.94028759745203,5.9939235689595805,48.33404456557644,-8.433603764338304,1.618527056404362,-8.603336183243082,-34.173680279624485,1.7799577901965846,-23.16746783072349,45.29408314022228
0,-40.94745208436122,16.309349759819035,29.454717905164983,7.966407924214347,27.26859365394887,27.98106411086243,30.27034123453887,13.707374901897328,-48.2206559375012,-45.58906542199407
1,-22.849201581823465,43.385134361208834,-39.68669321605216,-10.269186572284283,-24.36896234903364,21.511051942390246,-39.11607288892726,42.17768714346724,-26.377068562126237,-26.985294204294508
1,9.240542780462867,-26.649131333827402,-0.4058568913467009,10.969759222337006,-18.332757060093563,12.518159656907635,-47.43317009127503,-34.48124037082309,32.596933717598354,4.57519200969938
0,-33.411748715105446,-28.03427853522672,13.917307550799652,-39.69038769468932,-38.19140188734288,-5.5119923103985276,-48.78566875465449,16.666380808726622,-16.181594358774486,-9.085115109287834
1,30.417330085207304,8.881136635089259,18.72766447270632,45.469933266766304,-47.42016613742255,27.38262040806919,-25.790088638230067,-20.612734641604604,41.816165685174354,-46.468930681201456
0,35.81413443594889,13.380728435650969,34.374643536289284,10.101581712900876,17.962865711670062,0.21704393870676242,-43.63510354864874,33.701489337078186,-5.117593161997103,18.658754910222253
1,8.635884543476212,-26.114332854822344,-36.80374865032415,10.752352616792237,-46.52941058408517,38.576783105939285,-43.697451133533114,-5.334634192223541,48.81432928976744,-6.640958327228141
1,40.530161299875935,32.30779684114158,-9.957269526548107,-39.61392918828703,-37.089307465509144,-3.140584551610537,-12.90081709799189,1.8315688830131904,-5.1715034434882785,-27.269079906886052
1,16.44474990591188,-26.116850816612402,-7.160399710901821,-3.3633983321998295,24.285215045007035,29.28918180081895,0.9077185362846851,31.916945255861673,28.90173061858562,-34.820821573790425
0,25.54362905744645,35.77882993493087,-43.97902905807708,37.45072381973926,-7.430478653275174,-43.12436159830868,1.2445386880773013,43.970849735853655,-5.730831864817876,-7.877232098893505
0,-12.772524472799617,-32.29754547945235,44.61161517784189,3.9414883054675443,9.549020119580298,25.994352790197528,-22.097246771043267,-31.284699092312263,-42.80978101191217,23.562986066306657
0,4.790412454545834,20.95991393178923,3.0125615335613087,14.69870204468483,5.087397915478609,-49.86128894532092,-48.8270363184874,9.53007870131194,33.39385954482517,7.439936515561318
0,28.079935937939304,6.139172051552011,-12.31901295126857,-10.668812398256932,8.879141341228792,26.37071221703532,46.36162459823605,-10.20145468934115,-37.35424259277621,30.15176017085004
0,-6.176829223135072,-3.859960325950196,-47.131955050111365,44.739479556923214,-10.79403498198267,-1.2609199921326586,26.888104953960624,-34.959014784606204,3.1083069171511046,39.85883755326075
1,-23.933587650201126,3.1597250681535516,-31.973549654208565,-14.507661904711489,44.343262408188245,-39.895578124168885,-9.79591575006401,-45.39210589016047,33.17080273583214,-19.384718287858995
0,47.56171283610949,-9.97935455611988,35.18085647909922,33.755415034496714,47.35857687668519,-11.690995177197316,-43.29214546491258,33.6344406752453,37.269448094448535,21.075041896350832
1,-39.09494971538988,-28.940335750292178,-19.543800274422697,-27.090564351178127,-11.772798696830789,21.677932011932477,-17.657623426469392,27.890704213258534,-22.464046611818056,29.298558334501013
1,-18.873028370630564,14.533350141443158,-6.166135332823641,-49.09048075243982,-38.21256317860765,28.08011158358572,28.384511874709638,38.05579931535612,19.892066624738234,8.450908987532413
0,-38.48917655568304,0.7200205817347594,-21.622612747968915,-8.042478774200578,-11.77867963849052,32.827998172241514,20.60457593252407,-11.079199202601252,-34.12903755672313,16.81402464574113
1,-4.667267000890652,43.89265016174553,-22.84093666391829,-43.03607777063403,25.323009863484835,0.7176471918842742,32.46190233749642,-30.365486948925792,32.021370615038514,-27.03157408392849
0,43.23368551766378,2.5099414389622376,48.215325019619584,26.44398909051463,-42.91689893716371,26.849296417944434,49.788102285647426,29.740481873279677,7.777186786409662,-39.82871859805661
1,-32.14284634835135,38.949795855574074,16.153713622710075,-13.34752100203007,-44.21746356731614,17.026839037029617,-49.55030948451493,-38.88252823015104,26.26543444071785,-28.072775019862572
1,-43.02691594114588,-33.30205291248939,-7.280136113951152,9.002440101753095,40.435502870513126,37.67136119064464,13.026554694589453,-20.810818249059427,21.89354847941416,-10.524934753869886
1,-43.51660952614852,-33.360229023114584,-42.62757745295048,27.828183896481328,17.043310573584904,-23.678642431570996,-6.6575630409050675,-19.812614107208915,39.62972713721897,2.559929933942129
0,16.427566437034546,7.723849744163436,17.10526712761027,5.75221040185141,17.193042981850503,-12.89301000634243,-8.186615189733914,-25.55881252602673,-44.11881821436431,25.380535131965164
1,-24.787413027749892,26.637003590895915,-29.1822219759025,-11.962114752623021,29.87465923544149,-10.320136866199414,0.011125966199487802,-47.36969489286319,43.01085078615699,-44.47412098591271
0,0.9815419809414139,47.674630809647354,-6.041886257961071,4.712933257775919,29.380934045943718,-34.632090771147894,8.645528030021998,1.2777144491273429,-23.763798738785457,31.106775838859548
1,34.42086104456139,-36.193305185354404,-5.956868197874588,13.547340771896643,-21.311359008029264,48.97102806178712,-32.39763502707924,-32.544682565901326,20.034732125251033,43.86220139048462
0,42.03207739445002,48.13351570638225,-18.166879668635982,11.218861546194637,-19.537267030902207,-22.28395208237387,-4.6319361150130245,42.291541370861,-1.680217160081976,1.1578324766597814
0,-4.959216863230398,16.02527582640413,24.94100086052411,17.685514463983566,-17.414381831050317,-43.301631526892535,15.088765446953634,-1.2504806107375699,26.00540015593944,23.423193226299645
1,-43.416031755473206,-13.99064137303957,-23.72198759730928,-0.02695896428371869,-44.45054802210795,14.232985408652842,-15.014813110159665,13.929068632696929,-27.31862216763561,-26.615877306603853
1,21.614173104836574,-43.20604048459895,-48.71641227856027,5.47060154596799,3.2238740893323237,-12.894203164588658,37.109908332323805,-24.11936357380342,-29.035327908914233,3.890761480246585
0,-31.085478393559384,32.81182133094143,-44.33490321200095,16.247197628295297,-4.007790742317807,-39.77402174480776,34.8953443550742,-35.737754653944144,-3.837323427373962,24.864679638981023
0,-45.95965984939865,-45.06470494710284,-21.754986289772525,-15.885016606881397,35.03788783330196,-47.46172715493777,-10.962899565434192,1.1188003774499022,-15.73993517969825,41.40388441754831
0,-18.952290164517894,49.009653130413135,47.14287832535917,37.1706148055441,-24.302277797449257,-49.53013587184392,-18.840653978327705,42.99946186104711,39.77844456060118,-11.898199738297855
1,49.45609535064518,46.23294508138832,-48.96683473952622,-8.464782383919733,41.69005213192379,-10.990033601214954,26.90158923315601,0.04724218802706348,-22.294837197225746,-33.296190363402935
0,20.673972301363573,-1.852308084677723,-27.606648841587912,30.194439853928536,-30.372282793292126,39.854020639386334,35.206274393030725,-4.8175254580646865,-24.476814143211733,30.069642867857173
0,40.341255225395486,-23.839347419533176,5.656858939990239,-21.185510178407508,16.597822131963515,-13.616422975891851,-12.979121491848812,-2.625785305301731,-17.317854521224795,37.37449113145288
0,35.87833197875613,-23.129207692131025,39.33492576947548,-18.531104233306294,-32.70976566583743,-1.8396876519630845,14.320181457372227,-37.13465022184146,-39.942447805310785,-26.831046344080633
1,43.10973524484618,12.040438739189286,-43.14001609389536,-7.368879273782669,-34.223153678377116,29.209517379063477,-44.880285312654976,10.457673213262709,-10.535743975848376,49.63420686312235
0,14.988797351043992,5.524455853192101,-38.37346076181122,-48.63045761894645,-3.090189626186979,4.065597245878649,7.588348927362853,13.786564122725808,-49.241482000654,18.141747478433956
0,-36.13525890684787,0.8419831326297533,-27.721180821185676,11.516184645122651,-27.49544399594527,-4.425699551699303,27.24273960510979,13.597861718007909,3.6979407214114746,25.87538291041801
1,27.23790103146615,-12.670501781792709,-32.320118009833045,-17.992304577455865,18.219046737768117,25.759073033737835,26.394042538380504,19.888833938258376,48.76352662124498,32.68590408959846
1,27.18851916391759,46.15712587070264,-44.34039039619867,-8.286490103629662,33.57561121730309,22.397238697333087,1.5890202288514121,-5.529173685482791,7.974445470556335,25.737500468879848
1,-12.333337935901334,-19.332015569373638,-26.299151122588793,23.12605874537511,-42.49076924662766,-5.952704972394907,-17.54804289248334,33.11147749511759,0.3431235569405833,-36.1199640276608
1,-8.525487945416256,-23.468344623697888,37.902668701739714,-13.093445882862987,-15.781935661097023,36.066576256305375,14.271117483893436,-40.233701765508435,48.71915369246656,36.980444696712
0,0.976331657009688,10.5673044094177,-9.192519947222888,-3.0746530341781764,-7.900856395139888,-5.862849428566963,15.029524665244088,44.92639437737059,28.244080859126353,11.383706193800059
0,28.22253383220553,-25.39447121748778,31.239061936628165,47.12745327043088,42.516513468391935,34.00132717469939,40.14525932430589,-19.108144913946223,-25.750140818301936,-0.9488835629389514
0,29.72537742416044,16.587047934891196,15.586476805664951,20.350288769186385,-29.402911657557397,1.480392724374957,-28.412895884592317,-7.985875480418104,32.70180655210925,49.996248226463656
0,36.728051037143985,47.231162603194676,-11.701783696492418,36.43528786768526,15.252068313951217,-3.0371875235375323,-39.73343678058194,12.844483948829556,20.61160485839233,25.51555014880298
0,48.778389798219315,3.7642719168661576,22.02720518433321,-15.853167753011776,-39.354748726091614,35.25185167699433,29.729566002207953,10.413843536183776,0.04475541602094735,5.5719872026492645
1,21.829683867442483,11.379957763360316,-41.10703209604877,1.3506020233047256,35.42198411889604,44.741784212431604,13.324205103346753,1.4367951154721448,-3.7571363751257136,-39.24022699282236
0,-0.7413726834506806,-25.634696743912457,35.60981997465845,-26.164284587674047,-39.74379330659015,-41.3566907654734,42.2644282699618,-37.66081803396124,-43.89759999912886,28.73217590166054
0,14.133127569093428,10.841236582789914,21.542577560170727,12.41259122328785,6.219211159268834,-4.404404170151399,2.631770549192447,33.13036155395553,19.76397620252418,-24.08413188276448
1,40.688823411002815,-34.99885338855003,-17.067133933545286,-48.40943208871282,-10.228823436106161,-40.20297066687473,-1.1356403913949875,-45.78230015155492,5.588051312863762,35.72327183279471
0,24.491138088806185,36.69080973770652,8.794293528335729,-5.20691947140739,35.770882478789346,27.830749421101498,-45.304785362247856,46.821308070707055,-22.59309223033348,5.257726882168223
1,10.764052785748957,-8.895495576321089,-41.82932175163208,7.31834896557797,23.706525807886102,16.3157978695022,-13.347395177380516,7.286086779633094,16.830199589132157,-43.032885888994755
1,-18.111128654705723,-37.88347588703533,-38.68920745469736,-19.334925586425022,-44.145271843984304,5.35619053025449,33.96570211411976,1.356513345620558,-5.538884744552897,-34.13510707507012
1,-11.53352239175096,23.121438128353176,-18.481395236720765,-42.35470925629533,0.21606942223552084,-13.925718498589578,19.653790726106777,37.02639632704155,3.329689005962133,-46.09429507909996
1,10.942214985133514,-45.10521134831982,19.058483274843084,-8.962869155399556,-27.753644048447423,7.2138072295582445,-15.271913843913643,16.106323667836975,25.638893534735207,-9.407540997133335
1,-15.57482403321786,3.847443820519114,6.452939011638293,-27.845582195886276,22.81601642886293,22.229147401630566,8.985974446256673,-13.336341698192921,25.840078047928305,-22.578489417080394
1,-35.84896712669724,-11.285535927189173,2.8959330467574373,-3.977756358339535,8.955519585013228,28.242859324417303,18.978274506014504,-19.73015269340488,46.11966505849886,-11.247404584502242
0,-3.388193504228587,45.04974348443156,-6.152118694717402,24.156603771541008,24.548124337614475,4.082456353597841,13.681680551783604,11.331127578298371,-37.25927179818142,-8.931132048495316
0,40.13465786821641,36.71745608554184,-22.02929039272643,7.640826671257395,-31.34652288637846,45.8492849916358,-37.2079842931502,-2.6232873622298647,-40.67815546244583,24.241128501695496
1,-34.832493782176954,24.083789444155045,-40.688799928430974,-38.17706572347996,-24.26823812729998,11.2967978958746,-45.210575258736604,-5.961971567451108,43.40837003414306,-6.479016515498381
1,31.495913515985073,-45.59390149194085,0.5839744447743489,23.915489802973777,16.332760829672054,29.501470701999956,23.615893030155778,41.17882831707789,34.302798995612264,-9.615775186520924
0,-43.96091329107856,-26.15130334402238,34.25968971539564,-19.99803642372774,-31.202078281712296,-29.105302422973978,30.438717472933106,47.738186814590634,-18.61057493114089,16.056039910169506
1,29.273848701579386,-18.091530819132785,-11.711414111955488,-18.717282047353944,10.254583514558814,15.383069232440661,-36.846555614530864,13.536158361305429,44.10317393493727,19.9771305360153
1,19.835467044919774,35.73881532611398,-8.085415439725107,37.0576046311032,29.589331090719828,-17.04449807201035,-48.25503655069401,27.77520297905096,47.05515211106035,-3.8423904017281574
1,26.866124360651156,12.612275588093546,-25.836373965095326,-13.77950564856214,6.180950719299605,-3.3646625687795972,29.70431169279698,-41.12761071139873,-2.2334029461426486,1.9090401425568504
0,-23.16614251316035,7.273685257152662,2.284988540105859,7.371142689807253,-9.210054558373015,10.617158205339283,31.77664693000457,1.2599081100358012,-33.0608862682835,42.80607105605605
0,49.6662287277426,-12.225341322161098,49.770871259149615,-44.73521308427828,-12.179990143899634,25.033244290326895,-7.089461891293669,36.59900406876802,-27.46645224799543,7.534928654680472
0,-36.07804590469622,16.01568651026415,13.706682149182981,12.084011404443174,-2.333837418319862,-36.379826560118644,3.8749842223441577,-7.494632478230812,-47.334674664506046,32.74189629260433
0,13.309941360186517,21.31630865528038,49.67753088974896,-6.739911311491009,7.134724978399154,17.89518555326165,-26.579025385929846,47.25314916619639,-39.44110635697221,23.766005852918425
1,1.703420987920179,-22.122194351887934,21.017611385678503,-6.202238511974423,6.4461756158860855,38.371142192895014,-37.57198476525805,38.82157315633902,0.8062583322265171,23.66175698099955
1,44.2481999059564,19.891530395957634,-33.21050399419146,-37.928578658159886,-38.306747215194314,-21.508150590342,-39.956921068387416,-44.86245913588439,-5.614853413365495,-39.036158232401476
1,21.64257740853858,-34.591832348879784,31.399558698565865,-15.081301940770263,35.11568173212963,47.58816868706367,-13.905341904523894,27.405797234315664,-45.130334093279735,-33.982160243765705
1,26.16649132162223,1.360940476981587,26.529291501592855,-8.579697608712877,-43.481461887084315,42.30293771008399,-15.390354426808162,-49.43190498425333,21.05897123093462,-9.803656121204373
0,-35.57548889502008,-5.803993378139161,35.880311855517036,-30.438711887437275,-17.26333028240108,-33.21370761601479,-34.30798572246056,-33.79920262796049,-8.873290769383457,-39.363352944761075
1,43.32301355702815,-5.901606424648332,-46.77187514224948,-8.842951391780007,39.15206547883949,-14.497955636329573,-32.414385498431045,32.77022555752027,44.812611997594644,-28.710707881098607
0,-13.882101366850542,35.5988281583183,-27.989158990026507,-24.090515950449987,-0.8135226147041763,-18.65494704368804,-41.57185549553045,10.6378817931162,-14.558444756356847,36.959029725198555
1,2.2957639157701992,-34.92600443759204,31.582394908861055,-19.630179337086584,37.66136761014334,2.2752735666078605,-49.20231383355248,-3.113017176237609,48.934066832250736,1.6142873979172134
1,-13.928748975503902,-31.459489937619168,21.96359810313666,-21.10781529072574,-29.813127029912078,6.827139587996134,-36.5494549717695,43.843023691618164,-18.288578026612324,-46.23241863526785
1,-27.46170927932048,-17.159291772009922,-12.67310988221022,-39.446252202350486,-6.583078888108551,21.480734211328347,-7.173432290572823,22.874504546791307,-49.60821007255476,-6.74754922595876
0,10.113898145825829,24.934886964430003,22.689372444605027,-4.507404495023771,-41.8565746661037,-48.142730076245876,-15.073754288471497,33.308036622228634,39.94652880919249,-46.94716641891422
1,43.74352771623381,-28.234972391189007,6.616859401114006,35.3429382714163,19.83286186739387,41.22788466551841,-45.685648679227754,4.529576428975323,-17.75101215298417,20.952505009634127
1,37.293637361481146,-43.065912299596455,-49.23158986544367,-15.763738441362584,-29.50064942254622,-19.24592683289472,-44.17649760457729,43.00872873933951,-5.774333530393328,-41.38862354857212
0,-27.402202941647047,17.59257071205653,13.912397643436014,-8.673818262622369,24.324147858164224,-0.8321494477427582,-19.108782722219743,-19.9845627507132,0.05006754225933552,17.35036732151275
1,0.34814416884502153,-30.200492215568232,-22.38059975329495,19.09319965980919,-15.296914708523701,-40.05385354295452,-29.22774668435245,-39.36527809821848,24.000445604250174,-33.68808136249788
0,26.74357327748218,-46.85989163514653,23.843981730203943,-27.57699788369604,24.522609930675966,-11.909764188347182,43.92964570732873,-25.80166349905859,-29.6013863056787,-26.609144766027114
0,-17.02114572663611,38.939448005207076,27.428605958560293,-10.416917305033468,-24.96626354147451,35.634088847192245,14.512189190878754,-40.002972081734114,-45.09221875829367,47.05892311707587
1,42.494356583149404,-23.246070553929666,-8.668063193172525,-39.9010388428663,22.108617562790357,-8.983692211241879,42.30031707611527,9.05641387679429,40.859528458410374,0.17514202546150548
1,18.32399939364031,-20.522406514019774,-2.3688031591627023,-16.655946622769324,-3.23325262442804,-17.48123230723817,5.968926694865761,-41.771485796869825,2.1038795835667257,4.935528040293546
1,8.461610150655996,-31.84112199919049,-45.8729585948617,13.40135449532751,25.47904745340214,44.212113773234826,37.381649179855515,39.59449905559994,49.12845871772243,-27.280561667320924
1,-11.274629452558882,-9.333842373059332,40.41009061591942,-10.125909601089123,6.610389932980809,23.350702901956943,41.60371772125444,9.882471042462559,21.414157510999075,-18.123369482755834
0,26.7330360679793,47.10367718101895,-4.23270223392167,19.365249613355296,11.842624555272895,-14.236716877931432,-37.720267198598265,-22.033357588802183,-22.374827008195286,23.043688485858304
0,-39.40868156004053,46.748656859647696,26.178486731149242,33.30131724030221,-28.069187187323607,-32.68735601443188,-32.27973824661032,15.923333652869587,-19.3778036419222,39.41404662409297
0,36.26057545678572,-12.975098182292266,-49.879437171411844,47.41865312980048,-39.05961047937796,14.250758841290745,37.032770079581404,-39.783446004688514,5.038363333253304,42.903672480912
1,-41.863490770607335,-21.372700375671172,-46.41504796661167,-25.77456148827375,-9.137120080807492,7.462290456840892,-4.966716956091677,11.449691329406642,35.13515527966064,42.81499689703333
0,38.59599401825733,-5.282616533295736,-19.844395725513753,19.838752033337748,25.244933547829007,-21.788115962952283,-22.124850426577847,47.93820223237147,-41.568705330982546,-0.8357277272503016
0,34.709625143563315,-44.59404390286996,15.942015916222473,17.869921947769107,-32.02964025726664,-6.212632919265893,-19.349668657077913,20.637292676487828,-41.17468138817061,10.91143415155913
0,-39.133603679795925,-20.022907567615146,-40.73329676436451,-44.00180640422751,25.836230333275967,-42.68771897015762,44.482214340891076,-0.5875072521540625,-39.80911630489652,-27.329594450392168
1,8.117943114086323,-36.35505950614334,13.255230196098644,-39.615365633638,49.93690603925075,-41.95154109556288,30.941725003445953,-46.029593661681666,47.27830320219191,12.939772751402645
0,-46.53618022790164,-11.532426093578096,3.299981242011618,22.199288730508826,-45.06956667165214,-14.062023105884236,-28.739505426552302,20.845790817090293,-10.148920049600296,-15.271352936171901
1,15.018197799028021,-6.663702117296522,-2.5747955595238903,20.330952284219673,-15.825983955123757,27.459394257179838,24.25098319700273,-15.940156717739374,31.303027533500437,25.113972757780978
1,-13.619935768092839,-21.81188872899962,-4.406263585412495,40.14558824959078,-9.299095797027823,46.391322449863104,-37.895860343738086,33.170061569080126,-12.238052612467287,-27.68283885926731
0,16.594156972093277,-6.0264772637379505,49.67130116088998,-32.19327691943236,-42.49596750358017,-28.619860384649854,-28.37746274021351,3.9721882645777584,46.62963589920255,-13.721096999189719
0,24.134856522204895,20.792323121580758,-3.827048410472089,39.42386575544702,-42.06792171574255,-40.37700507898898,-11.235866613849899,-11.02145509284307,10.904195920573322,-4.8671853193240855
1,6.757435646127908,-48.63292116495227,-29.707559367092486,32.644129838224046,31.94087799883445,24.027231552434746,20.29966424852646,-29.50380666625373,-15.886767202146746,-19.5824370916017
0,-17.6430064078972,18.215739006785693,18.94885442777906,37.11226736451677,42.15650185621585,-25.953229682349676,-5.880168816689624,-33.976178252604974,27.192150563633312,15.056711197116336
0,-19.215648400708474,48.43331147018096,-1.1586090445325103,17.46375459357622,-42.392877082469305,-6.5801908728542635,-26.87509696528393,0.08561876220798403,-43.20212917935227,-19.437551381096085
0,32.65980571559872,35.288925088486465,-10.06059445079801,39.41230673298398,-2.7198423286813322,-32.660188755239474,-18.277502090695297,-2.2992714714887064,-1.723765146670242,18.270732374871614
1,29.096909820507722,-31.902552537875795,-38.97570071343124,-13.889285791245653,-0.008940874339613547,12.513563069945432,15.607565052363281,-47.93853278505335,13.137263769782926,41.41234093106948
0,37.42594867901078,-8.43270120928208,-0.8438547259176588,-40.377260333400244,25.121225267947935,-46.21122011679593,-45.52579767905892,-31.010207654284848,-3.644913896153701,47.43904083174474
0,-30.94242519893192,-6.580244802835644,2.8105842801513403,7.192088307579381,18.826675363969258,-19.83708170204196,22.683615728504936,-1.9431360035066292,-10.92501355701162,-31.460024622097816
1,-36.58839617315347,29.99213013852008,8.385287366691152,-11.699814121962504,7.838292996277463,-1.5568653881666394,-45.5966355033996,-13.49807212048283,40.17028913514908,3.445726176406827
